state,name,population,latitude,longitude,country,percentageOfSessions
Gelderland,Pinnedijk,105,51.949176,6.380413,Netherlands,
Gelderland,Dalese Veld,105,51.9577489,6.5443042,Netherlands,
Overijssel,De Boterberg,105,52.8238702,5.9649868,Netherlands,
Overijssel,Rande,105,52.2876639,6.1230226,Netherlands,
Overijssel,De Kolonie,105,52.5850864,6.4166743,Netherlands,
Noord-Holland,Berkmeerdijk,105,52.690476,4.897832,Netherlands,
Noord-Holland,Oosterleek,105,52.6417703,5.1956896,Netherlands,
Noord-Holland,Zandwerven,105,52.681519,4.9467347,Netherlands,
Utrecht,Coelhorst,105,52.1777702,5.3585868,Netherlands,
Utrecht,Heuvelrug Rhenen,105,51.9826059,5.5445551,Netherlands,
Noord-Brabant,Vrilkhoven,105,51.561429,5.3503947,Netherlands,
Zuid-Holland,Bilderdam,105,52.2129095,4.7208904,Netherlands,
Limburg,Bergenhuizen en Schey,105,50.7763164,5.8240867,Netherlands,
Limburg,Geloö,105,51.3227884,6.1328154,Netherlands,
Limburg,Moerslag-Libeek,105,50.786621,5.7657227,Netherlands,
Limburg,Thusesrhof,105,51.1838086,6.0420978,Netherlands,
Groningen,Eenum,105,53.3399832,6.7800506,Netherlands,
Groningen,Laskwerd,105,53.3019185,6.8512759,Netherlands,
Groningen,Winneweer,105,53.308494,6.7381204,Netherlands,
Groningen,Woudbloem,105,53.2220692,6.7413586,Netherlands,
Fryslân,Britswert,100,53.1161674,5.6762176,Netherlands,
Fryslân,Húns,100,53.1639434,5.6693823,Netherlands,
Fryslân,Mirns,100,52.857633,5.4625865,Netherlands,
Fryslân,Peperga,100,52.854049,6.0456341,Netherlands,
Fryslân,Rien,100,53.0961875,5.6598702,Netherlands,
Drenthe,Haakswold,100,52.7173565,6.2296546,Netherlands,
Drenthe,Odoorn Buitengebied,100,52.8622664,6.8295462,Netherlands,
Drenthe,Ter Aard,100,53.0235857,6.5459796,Netherlands,
Drenthe,Winde,100,53.1268742,6.5247524,Netherlands,
Gelderland,Hoog Buurloo,100,52.1738056,5.8336773,Netherlands,
Gelderland,Buurmalsen,100,51.9100034,5.2969022,Netherlands,
Gelderland,De Beek,100,52.2619663,5.7457012,Netherlands,
Gelderland,Lakemond,100,51.9385563,5.6710191,Netherlands,
Overijssel,Venebrugge,100,52.5576497,6.6760681,Netherlands,
Noord-Holland,Wittewerf,100,52.4553031,5.1113254,Netherlands,
Noord-Brabant,Groenendijk,100,51.661719,4.9048983,Netherlands,
Noord-Brabant,Steeg,100,51.6379031,5.4476154,Netherlands,
Zuid-Holland,De Kool,100,51.8545665,4.9471618,Netherlands,
Zuid-Holland,Loet,100,51.9247825,4.6860365,Netherlands,
Limburg,Echterbosch,100,51.0731299,5.9789045,Netherlands,
Limburg,Hoogcruts,100,50.7735032,5.8412844,Netherlands,
Limburg,Sint Antoniusbank,100,50.8431642,5.764358,Netherlands,
Groningen,Pasop,100,53.2013832,6.3924376,Netherlands,
Groningen,Saaksum,100,53.3126192,6.4199715,Netherlands,
Fryslân,Boornzwaag,95,52.9757063,5.7324566,Netherlands,
Fryslân,Dedgum,95,53.0219278,5.4952226,Netherlands,
Drenthe,Achterste Erm,95,52.7442242,6.8235548,Netherlands,
Drenthe,Alteveer,95,53.1111155,6.4329039,Netherlands,
Drenthe,Amen,95,52.9423123,6.6096809,Netherlands,
Drenthe,Exloërveen,95,52.8970372,6.8993933,Netherlands,
Drenthe,Zeijerveld,95,53.0324853,6.5156681,Netherlands,
Gelderland,Kerkdorp,95,52.4839426,5.8792321,Netherlands,
Gelderland,Lunen,95,51.7846059,5.7396538,Netherlands,
Gelderland,Persingen,95,51.8419674,5.9343203,Netherlands,
Gelderland,Zeeland,95,51.8514105,6.0311138,Netherlands,
Gelderland,Zwolle,95,52.0311244,6.6544405,Netherlands,
Overijssel,Kern Kloosterdijk,95,52.5031055,6.5829498,Netherlands,
Overijssel,Colenbranderbos,95,52.5968819,6.517496,Netherlands,
Noord-Holland,Friesebuurt,95,52.919772,4.7805318,Netherlands,
Noord-Holland,Middel,95,52.478681,4.7772541,Netherlands,
Utrecht,Klaphek,95,52.0018037,5.061661,Netherlands,
Noord-Brabant,Achterdijk,95,51.6566951,4.6209446,Netherlands,
Noord-Brabant,Doeveren,95,51.7242981,5.094893,Netherlands,
Noord-Brabant,Valkenhorst,95,51.3304267,5.511736,Netherlands,
Zuid-Holland,Hogebrug,95,52.0261851,4.8015766,Netherlands,
Zuid-Holland,Kooiwijk,95,51.8689529,4.7120937,Netherlands,
Limburg,Colmont,95,50.8523539,5.9334696,Netherlands,
Limburg,De Heek,95,50.8744147,5.8573045,Netherlands,
Limburg,Hilleshagen,95,50.7977751,5.9486619,Netherlands,
Zeeland,Buiten de Veste,95,51.5509657,3.6558674,Netherlands,
Groningen,Oostwolderhamrik,95,53.2506583,7.0126173,Netherlands,
Groningen,Tinallinge,95,53.3571261,6.5348397,Netherlands,
Groningen,Wildervanksterdallen,95,53.0605588,6.8890336,Netherlands,
Groningen,Wilpstervaart,95,53.1247772,6.2729493,Netherlands,
Fryslân,Greonterp,90,53.0174093,5.5188398,Netherlands,
Fryslân,Hieslum,90,53.0042927,5.4897263,Netherlands,
Fryslân,Legemeer,90,52.9378553,5.7313708,Netherlands,
Drenthe,Deurze,90,52.9835766,6.6098332,Netherlands,
Gelderland,Bronkhorst,90,52.0759098,6.1808042,Netherlands,
Overijssel,Archem,90,52.4740591,6.4258369,Netherlands,
Overijssel,Junne,90,52.5083323,6.4894157,Netherlands,
Noord-Holland,Schiphol,90,52.3112278,4.7607063,Netherlands,
Noord-Holland,Zomerdijk,90,52.6864185,4.9633198,Netherlands,
Utrecht,Sluis,90,51.9561383,4.9771238,Netherlands,
Limburg,Elkenrade,90,50.8416355,5.9199611,Netherlands,
Limburg,Hellebeuk,90,50.8801266,5.8643366,Netherlands,
Limburg,Rothenbach,90,51.1408592,6.1155894,Netherlands,
Limburg,Termaar,90,50.811842,5.8359068,Netherlands,
Limburg,Vroelen,90,50.7644555,5.8183067,Netherlands,
Limburg,Winthagen,90,50.8628695,5.9317328,Netherlands,
Limburg,Wintraak,90,50.9734196,5.8841426,Netherlands,
Zeeland,Sint Anna ter Muiden,90,51.3153228,3.3643042,Netherlands,
Groningen,Boerenstreek,90,53.109466,6.345657,Netherlands,
Groningen,Schouwerzijl,90,53.3311412,6.4495806,Netherlands,
Groningen,Stitswerd,90,53.3612021,6.5961171,Netherlands,
Fryslân,Doniaga,85,52.9025319,5.7455067,Netherlands,
Fryslân,Friens,85,53.0982593,5.7999984,Netherlands,
Fryslân,Genum,85,53.3242401,5.8781703,Netherlands,
Fryslân,Hichtum,85,53.0837005,5.5187975,Netherlands,
Fryslân,Lichtaard,85,53.3230065,5.9216659,Netherlands,
Fryslân,Oldeouwer,85,52.9078884,5.7926039,Netherlands,
Fryslân,Oostmahorn,85,53.3784712,6.1574643,Netherlands,
Fryslân,Slappeterp,85,53.2188046,5.6221197,Netherlands,
Drenthe,Herenstreek,85,52.753624,6.981783,Netherlands,
Drenthe,Verlengde Vaart,85,52.7114134,6.9110158,Netherlands,
Drenthe,Weerwille,85,52.7182285,6.3039472,Netherlands,
Drenthe,Weijerswold,85,52.6570121,6.8040451,Netherlands,
Gelderland,Groenendaal,85,51.9558957,6.3212144,Netherlands,
Gelderland,Houtdorp,85,52.2451052,5.7108019,Netherlands,
Gelderland,Ooij,85,51.8993165,5.4856338,Netherlands,
Overijssel,Arrienveld,85,52.5549668,6.453632,Netherlands,
Overijssel,IJsselham,85,52.8067066,5.9626815,Netherlands,
Overijssel,Mandjeswaard,85,52.6088629,5.9691558,Netherlands,
Noord-Holland,Mijzerdijk,85,52.6170973,4.9053848,Netherlands,
Noord-Holland,Noordeinde,85,52.571456,4.8330973,Netherlands,
Utrecht,Cattenbroek,85,52.0683136,4.9391825,Netherlands,
Utrecht,Remmerden,85,51.9730096,5.534227,Netherlands,
Zuid-Holland,De Hem,85,51.9428901,4.8229742,Netherlands,
Zuid-Holland,Hoogendoornlaan,85,52.1031891,4.6905208,Netherlands,
Limburg,Holst,85,51.1350435,6.0376031,Netherlands,
Limburg,Oud-Roosteren,85,51.0803231,5.8305609,Netherlands,
Groningen,Eppenhuizen,85,53.3812443,6.6959772,Netherlands,
Groningen,Marsum,85,53.33911,6.8753884,Netherlands,
Groningen,Napels,85,53.1517621,7.0077859,Netherlands,
Fryslân,Allingawier,80,53.0420031,5.4454806,Netherlands,
Fryslân,Augsbuurt,80,53.273011,6.187697,Netherlands,
Fryslân,Cornwerd,80,53.0836113,5.3964071,Netherlands,
Fryslân,Hogebeintum,80,53.3266453,5.8587022,Netherlands,
Fryslân,Idaerd,80,53.1176074,5.8172977,Netherlands,
Fryslân,Waaksens,80,53.1096119,5.5396186,Netherlands,
Fryslân,Westhem,80,53.0121658,5.5435001,Netherlands,
Drenthe,Bronnegerveen,80,52.959551,6.8381158,Netherlands,
Drenthe,Leeuwte,80,52.766344,6.3993699,Netherlands,
Drenthe,Nijentap,80,52.7252446,6.2136825,Netherlands,
Drenthe,Stroovledder,80,52.8050165,6.340677,Netherlands,
Gelderland,Havikerwaard,80,52.0100034,6.0888696,Netherlands,
Gelderland,Molenhoek,80,51.7661105,5.752059,Netherlands,
Overijssel,Eerde,80,52.4863195,6.4648293,Netherlands,
Noord-Brabant,De Logt,80,51.5440379,5.2483708,Netherlands,
Noord-Brabant,De Tuinlangel,80,51.7981823,5.5322421,Netherlands,
Noord-Brabant,Lungendonk,80,51.4513571,5.6705827,Netherlands,
Zuid-Holland,Kijvelanden,80,51.8513506,4.4102722,Netherlands,
Zuid-Holland,Lekdijk-Oost,80,51.9286715,4.7978743,Netherlands,
Limburg,De Loop,80,51.1056711,5.8600115,Netherlands,
Limburg,Eyserheide,80,50.8382997,5.9324148,Netherlands,
Zeeland,Paal,80,51.3525853,4.1086538,Netherlands,
Zeeland,Welzinge,80,51.4654067,3.6339722,Netherlands,
Groningen,Ekamp,80,53.1706681,7.054837,Netherlands,
Groningen,Heidenschap,80,53.2427546,6.6873468,Netherlands,
Groningen,Klein Harkstede,80,53.231772,6.639511,Netherlands,
Fryslân,Blessum,75,53.181412,5.7082307,Netherlands,
Fryslân,Foudgum,75,53.3448451,5.9477829,Netherlands,
Fryslân,Ouwster-Nijega,75,52.9309474,5.8070845,Netherlands,
Gelderland,Beimerwaard,75,52.0222309,6.111775,Netherlands,
Gelderland,Dovenkamp,75,52.157818,6.1689601,Netherlands,
Gelderland,Hoenwaard,75,52.4677798,6.0860134,Netherlands,
Gelderland,Leuvenum,75,52.2994055,5.7281996,Netherlands,
Gelderland,Rha,75,52.0528438,6.1468195,Netherlands,
Gelderland,Het Zwanenbroek,75,51.9357927,6.6238548,Netherlands,
Noord-Holland,Noorderbuurt,75,52.893379,4.9261058,Netherlands,
Noord-Holland,Thames,75,52.2961607,5.2089989,Netherlands,
Noord-Holland,Tjallewal,75,52.775039,4.7870099,Netherlands,
Noord-Holland,Ursem,75,52.6236659,4.8754708,Netherlands,
Noord-Brabant,Neerlangel,75,51.8065797,5.6444343,Netherlands,
Zuid-Holland,De Donk,75,51.891726,4.786612,Netherlands,
Zuid-Holland,Helhoek,75,51.896122,4.0937983,Netherlands,
Zuid-Holland,Liesveld,75,51.929571,4.8482985,Netherlands,
Limburg,Panoven-Maaskemp,75,51.7076011,5.9665393,Netherlands,
Zeeland,Vlake,75,51.469642,4.0130372,Netherlands,
Groningen,Baamsum,75,53.2836799,7.0408295,Netherlands,
Groningen,Ulrum,75,53.3418707,6.3290951,Netherlands,
Groningen,Garreweer,75,53.3115576,6.8211989,Netherlands,
Groningen,Hamrikkerweg,75,53.2012424,6.9333833,Netherlands,
Groningen,Hebrecht,75,53.0348725,7.1831449,Netherlands,
Groningen,Toornwerd,75,53.3527962,6.6356042,Netherlands,
Groningen,Wollinghuizen,75,52.9936866,7.1514164,Netherlands,
Fryslân,Beetsterzwaag-Olterterp,70,53.0679926,6.1132862,Netherlands,
Fryslân,Jislum,70,53.3099106,5.8773004,Netherlands,
Fryslân,Lytsewierrum,70,53.0822145,5.6638547,Netherlands,
Drenthe,De Schiphorst,70,52.6790838,6.2535879,Netherlands,
Drenthe,Graswijkbuurt,70,52.9610866,6.5540846,Netherlands,
Drenthe,Oldenhave,70,52.7514864,6.3423228,Netherlands,
Drenthe,Zuidveld,70,52.8659895,6.6359382,Netherlands,
Gelderland,Homoet,70,51.9336251,5.7814296,Netherlands,
Gelderland,Milt en Wieken,70,51.8726192,6.3554352,Netherlands,
Overijssel,De Belt,70,52.6375032,6.5368821,Netherlands,
Overijssel,Glane-beekhoek,70,52.2251132,6.9777294,Netherlands,
Overijssel,Halfweg,70,52.7435454,6.0260858,Netherlands,
Overijssel,Moespot,70,52.6944677,5.9679639,Netherlands,
Noord-Holland,Naardermeer,70,52.2943287,5.1222357,Netherlands,
Noord-Holland,Noordermeer,70,52.6662913,4.9675426,Netherlands,
Noord-Brabant,Hazeldonk,70,51.63698,4.6217868,Netherlands,
Noord-Brabant,Vaarle,70,51.4658313,5.5787688,Netherlands,
Noord-Brabant,Vierhoeven,70,51.509778,4.4883574,Netherlands,
Zuid-Holland,Gelderswoude,70,52.0912369,4.5267299,Netherlands,
Zuid-Holland,Hoge Dijk,70,52.1456827,4.7415973,Netherlands,
Zeeland,Vlackeweg,70,51.4839743,3.6676902,Netherlands,
Groningen,Lellens,70,53.2990786,6.7073094,Netherlands,
Fryslân,Hantumeruitburen,65,53.3568404,6.0054529,Netherlands,
Fryslân,Hiaure,65,53.3502471,5.973433,Netherlands,
Drenthe,Schieven,65,52.984476,6.5931091,Netherlands,
Overijssel,Lindedijk,65,52.7951015,5.8596802,Netherlands,
Overijssel,Marle,65,52.4147176,6.1235151,Netherlands,
Overijssel,Nieuwlande,65,52.6634367,6.6129573,Netherlands,
Noord-Holland,Rozenburg,65,52.2837464,4.7379352,Netherlands,
Utrecht,Polanen,65,52.0684189,4.9044861,Netherlands,
Limburg,Cottessen-Camerig,65,50.7691883,5.9484457,Netherlands,
Limburg,Kokkelert,65,51.0834563,5.8051904,Netherlands,
Zeeland,Oranjeplaat,65,51.5124338,3.7100981,Netherlands,
Groningen,Luddeweer,65,53.2496696,6.7387936,Netherlands,
Fryslân,Firdgum,60,53.2467062,5.5634988,Netherlands,
Fryslân,Nijhuizum,60,52.9860249,5.4895511,Netherlands,
Fryslân,Scharl,60,52.8645806,5.4052704,Netherlands,
Fryslân,Snikzwaag,60,52.9872272,5.7919975,Netherlands,
Drenthe,Anreep/Schieven,60,52.9775791,6.5871349,Netherlands,
Drenthe,Diphoorn,60,52.7696805,6.8175129,Netherlands,
Drenthe,Eursinge en Pesse,60,52.7773126,6.4430739,Netherlands,
Drenthe,Nijlande,60,52.974504,6.6251413,Netherlands,
Drenthe,Oudemolen,60,53.0505424,6.6411121,Netherlands,
Gelderland,Hoog Baarlo,60,52.1127309,5.8567885,Netherlands,
Overijssel,Baarlo,60,52.7391421,5.9519391,Netherlands,
Overijssel,Zwartewatersklooster en Holtrust,60,52.6138993,6.1142473,Netherlands,
Noord-Holland,Penningsveer,60,52.3916485,4.6770662,Netherlands,
Noord-Brabant,Hal en Heult,60,51.6167545,5.3222659,Netherlands,
Zuid-Holland,Oukoop,60,52.0331455,4.7811696,Netherlands,
Limburg,Geulhem,60,50.8686817,5.7777195,Netherlands,
Limburg,Harles,60,50.7805327,5.9775006,Netherlands,
Limburg,Mamelis,60,50.7975984,5.9721312,Netherlands,
Limburg,Paarlo,60,51.142673,6.0365481,Netherlands,
Fryslân,Eesterga,55,52.867827,5.7134555,Netherlands,
Fryslân,Goëngahuizen,55,53.0874564,5.9026014,Netherlands,
Fryslân,Miedum,55,53.2314312,5.8371351,Netherlands,
Fryslân,Piaam,55,53.0341644,5.4151617,Netherlands,
Drenthe,Bruntinge,55,52.81772994,6.586015904,Netherlands,
Drenthe,Zandberg,55,52.9144749,7.0351256,Netherlands,
Gelderland,Exel Tol,55,52.1738896,6.3895953,Netherlands,
Overijssel,Zomerdijk,55,52.6789692,6.1263145,Netherlands,
Noord-Holland,Leimuiderbrug,55,52.2352668,4.6640276,Netherlands,
Noord-Brabant,Hazeldonk,55,51.5051322,4.7456761,Netherlands,
Zuid-Holland,Bilwijk,55,51.9846084,4.7693975,Netherlands,
Zuid-Holland,Ofwegen,55,52.1625935,4.6063693,Netherlands,
Limburg,Bruisterbosch,55,50.8066844,5.8027617,Netherlands,
Zeeland,Lustenburg,55,51.4839669,3.5886608,Netherlands,
Zeeland,Oudedorp,55,51.4755388,3.6708061,Netherlands,
Groningen,Klein-Ulsda,55,53.155967,7.1448975,Netherlands,
Groningen,Saaxumhuizen,55,53.380653,6.4822271,Netherlands,
Fryslân,Boer,50,53.2133659,5.5632226,Netherlands,
Fryslân,Hinnaard,50,53.1173273,5.6370392,Netherlands,
Fryslân,Iens,50,53.1260007,5.6119823,Netherlands,
Fryslân,Swichum,50,53.1523341,5.8211827,Netherlands,
Fryslân,Wetsens,50,53.3476257,6.036167,Netherlands,
Drenthe,Bos en Golf,50,53.014947,6.5280252,Netherlands,
Drenthe,Sandebuur,50,53.1721139,6.4561479,Netherlands,
Gelderland,Balgoij en Einde,50,51.7744841,5.7356388,Netherlands,
Gelderland,Kemnaderallee,50,51.9402328,6.3123049,Netherlands,
Gelderland,Lichtenbelt,50,52.0787997,6.1189237,Netherlands,
Gelderland,Nederhemert-Zuid,50,51.7493221,5.1480802,Netherlands,
Gelderland,Wapsum,50,52.1287329,6.1733514,Netherlands,
Overijssel,Anevelde,50,52.5970715,6.6400844,Netherlands,
Noord-Holland,Braakpolder en Kolk van Dussen,50,52.7478526,4.9726106,Netherlands,
Noord-Holland,Keinse,50,52.8037095,4.8056809,Netherlands,
Utrecht,Breukelerwaard,50,52.1790904,4.9831898,Netherlands,
Noord-Brabant,Bavel,50,51.5512626,4.8515711,Netherlands,
Noord-Brabant,Keent,50,51.7719051,5.6903382,Netherlands,
Noord-Brabant,Zevenhuiten,50,51.7120807,5.8759069,Netherlands,
Zuid-Holland,Kortland,50,51.8729251,4.685419,Netherlands,
Groningen,Biessum,50,53.3339328,6.8961397,Netherlands,
Groningen,Jukwerd,50,53.3356444,6.8453904,Netherlands,
Groningen,Weite,50,53.0245028,7.1388271,Netherlands,
Fryslân,Dijken,45,52.954247,5.7059404,Netherlands,
Fryslân,IJpecolsga,45,52.9287828,5.6091962,Netherlands,
Fryslân,Longerhouw,45,53.0690479,5.4769962,Netherlands,
Fryslân,Nijehaske,45,52.9584193,5.8980652,Netherlands,
Fryslân,Smalle Ee,45,53.1030522,6.0034411,Netherlands,
Drenthe,Gasselterboerveen,45,53.0001899,6.841535,Netherlands,
Drenthe,Gasselterboerveenschemond,45,53.0086689,6.8883654,Netherlands,
Drenthe,Hees,45,52.7485328,6.3667308,Netherlands,
Drenthe,Rhee,45,53.0343563,6.5652817,Netherlands,
Drenthe,Pesse,45,52.7779953,6.42364,Netherlands,
Gelderland,t Klooster,45,51.9437711,6.3490738,Netherlands,
Overijssel,Elzenerveen en Borkeld,45,52.2693564,6.5001544,Netherlands,
Limburg,Schilberg-Hoogcruts,45,50.7695252,5.848146,Netherlands,
Zeeland,De Ruiser,45,51.4924765,3.5047096,Netherlands,
Fryslân,Dokkumer Nieuwe Zijlen,40,53.3178199,6.1577188,Netherlands,
Fryslân,Eagum,40,53.1290442,5.8228872,Netherlands,
Fryslân,Janum,40,53.3121819,5.904938,Netherlands,
Fryslân,Jouswier,40,53.3464944,6.0732138,Netherlands,
Fryslân,Klooster Lidlum,40,53.225129,5.5255532,Netherlands,
Fryslân,Kolderwolde,40,52.8956785,5.4978191,Netherlands,
Fryslân,Sibrandahûs,40,53.3135386,5.9542942,Netherlands,
Fryslân,Waaxens,40,53.3561097,5.9186498,Netherlands,
Gelderland,Bern,40,51.7502775,5.1491257,Netherlands,
Gelderland,Reemst,40,52.0762997,5.79897,Netherlands,
Gelderland,Staverden,40,52.2823801,5.7416178,Netherlands,
Overijssel,Roekebos,40,52.7201637,6.1292543,Netherlands,
Utrecht,De Schans,40,52.1707307,5.3691764,Netherlands,
Zuid-Holland,Goudseweg,40,51.9844597,4.7570982,Netherlands,
Zuid-Holland,Koedood,40,51.839543,4.5026291,Netherlands,
Limburg,Beutenaken,40,50.7820231,5.8513915,Netherlands,
Limburg,Keutenberg - Sousberg,40,50.8434042,5.8715074,Netherlands,
Zeeland,Breezand,40,51.5834904,3.6159865,Netherlands,
Zeeland,Duno,40,51.5765204,3.5525436,Netherlands,
Overijssel,Klosse,35,52.7374233,6.1185693,Netherlands,
Noord-Holland,Tolke,35,52.7670088,4.8041215,Netherlands,
Zuid-Holland,Rietveldsepad,35,52.1060732,4.6500734,Netherlands,
Limburg,Mingersborg,35,50.8456091,5.946855,Netherlands,
Limburg,Spaanshuisken,35,51.0358612,5.9563838,Netherlands,
Limburg,'t Rooth,35,50.8377079,5.7842297,Netherlands,
Zeeland,Breeweg,35,51.497312,3.5869051,Netherlands,
Groningen,Laude,35,52.926742,7.1267488,Netherlands,
Fryslân,Idzega,30,52.9790732,5.561772,Netherlands,
Fryslân,Warstiens,30,53.1634992,5.8707068,Netherlands,
Drenthe,Dijkveld,30,53.0030413,6.5982263,Netherlands,
Drenthe,Ellertshaar,30,52.8954699,6.741375,Netherlands,
Drenthe,Het Grote Veld,30,53.0364576,6.5942067,Netherlands,
Drenthe,Kibbelveen,30,52.8191489,6.804998,Netherlands,
Drenthe,Ruinerweide,30,52.7297847,6.3351905,Netherlands,
Noord-Holland,Hogebieren,30,52.768316,4.8304134,Netherlands,
Zuid-Holland,Abessinie,30,52.0594593,4.7668468,Netherlands,
Limburg,Aasterberg,30,51.1017021,5.8410942,Netherlands,
Limburg,Fromberg,30,50.8448976,5.8909551,Netherlands,
Limburg,Ophoven,30,51.0964718,5.8475079,Netherlands,
Zeeland,Kloetinge,30,51.4801714,3.9240127,Netherlands,
Zeeland,Krooneveld,30,51.5149018,3.6440669,Netherlands,
Zeeland,Middelburgschepolder,30,51.4910508,3.6771445,Netherlands,
Fryslân,Leons,25,53.1515892,5.6796434,Netherlands,
Fryslân,Sandfirden,25,52.9896231,5.5164714,Netherlands,
Zuid-Holland,Souburgh,25,51.8641209,4.6811129,Netherlands,
Zuid-Holland,Zaag,25,51.8969818,4.5983435,Netherlands,
Zeeland,Mortierepolder,25,51.4746666,3.6509611,Netherlands,
Zeeland,Nieuwlandsrust,25,51.4917965,3.6612294,Netherlands,
Zeeland,Schellach,25,51.5196292,3.6314227,Netherlands,
Fryslân,Smallebrugge,20,52.9613134,5.6342478,Netherlands,
Fryslân,Teroele,20,52.9378461,5.7028187,Netherlands,
Gelderland,De Bijland,20,51.8682587,6.0858887,Netherlands,
Gelderland,Deelen,20,52.0780194,5.8930544,Netherlands,
Overijssel,Nederland,20,52.7518009,5.9677859,Netherlands,
Overijssel,Reeve,20,52.5297094,5.8850069,Netherlands,
Overijssel,Ronduite,20,52.6884264,6.0440703,Netherlands,
Noord-Brabant,Groespeel,20,51.6723651,5.7537387,Netherlands,
Limburg,Kunderberg,20,50.8711117,5.9465037,Netherlands,
Zeeland,Derdeweg,20,51.4851616,3.6893834,Netherlands,
Fryslân,Tjalhuizum,15,53.0484717,5.6146129,Netherlands,
Fryslân,Midsland-Noord,15,53.3989511,5.2755536,Netherlands,
Gelderland,Montferland,15,51.9008674,6.222362,Netherlands,
Overijssel,Zeesse,15,52.513355,6.4450113,Netherlands,
Noord-Holland,Parrewijn,15,52.285088,5.2280811,Netherlands,
Utrecht,Ossenwaard,15,51.9922734,5.137573,Netherlands,
Limburg,Weerd,15,51.1630803,5.9249446,Netherlands,
Drenthe,Anreep,10,52.9655511,6.5740775,Netherlands,
Drenthe,Ermerveen,10,52.7340279,6.8403854,Netherlands,
Drenthe,Natuurgebied Amelte,10,52.9960921,6.6001476,Netherlands,
Groningen,Startenhuizen,10,53.3741448,6.7065074,Netherlands,
Fryslân,Koegelwieck,5,53.4089319,5.3417264,Netherlands,
