state,name,population,latitude,longitude,country,percentageOfSessions
Gelderland,Heveadorp,710,51.9744285,5.8116774,Netherlands,
Gelderland,Warken,710,52.1392223,6.283528,Netherlands,
Overijssel,Laag Zuthem,710,52.4593478,6.1734098,Netherlands,
Noord-Brabant,Eeneind,710,51.4481002,5.5532378,Netherlands,
Limburg,Jabeek,710,50.9782976,5.9503012,Netherlands,
Gelderland,Hall,705,52.1118987,6.1017139,Netherlands,
Gelderland,Hoorn,705,52.4018831,6.0652649,Netherlands,
Gelderland,Vierhouten,705,52.3272416,5.8243656,Netherlands,
Noord-Holland,t Kruis,705,52.6512436,4.8451946,Netherlands,
Utrecht,Lopikerkapel,705,51.9899863,5.0403305,Netherlands,
Noord-Brabant,De Zandschel,705,51.6665572,5.0030268,Netherlands,
Noord-Brabant,Duifhuis en Kooldert,705,51.6634915,5.5843546,Netherlands,
Noord-Brabant,Kampen-Esdonk,705,51.5700441,5.6706988,Netherlands,
Zeeland,Hoedekenskerke,705,51.4251501,3.9102118,Netherlands,
Groningen,Oostwold,705,53.200943,6.4425772,Netherlands,
Fryslân,Bantega,700,52.8352221,5.7950233,Netherlands,
Fryslân,Vrouwenparochie,700,53.280254,5.7032416,Netherlands,
Overijssel,Stokkum,700,52.2020055,6.5047228,Netherlands,
Noord-Holland,Jisp,700,52.5109478,4.8489525,Netherlands,
Utrecht,Amerpoort Sherpa,700,52.2196217,5.2275808,Netherlands,
Fryslân,Warns,695,52.8716942,5.4176827,Netherlands,
Gelderland,Appel/'t Woud,695,52.1939367,5.5585788,Netherlands,
Overijssel,Ruitenveen,695,52.5661771,6.2420622,Netherlands,
Utrecht,Graaf,695,51.979772,4.9781721,Netherlands,
Zuid-Holland,Stuifakker,695,51.8860572,4.0667169,Netherlands,
Groningen,Boerakker,695,53.1867143,6.3285924,Netherlands,
Gelderland,Achterdrempt,690,52.0224943,6.1819049,Netherlands,
Overijssel,Lemelerveld west,690,52.4486993,6.3160049,Netherlands,
Groningen,Adorp,690,53.2739354,6.5356262,Netherlands,
Gelderland,Lieren,685,52.1618829,5.989863,Netherlands,
Noord-Brabant,Heeswijkse Bosschen,685,51.6764172,5.4702828,Netherlands,
Zeeland,Hengstdijk,685,51.3423613,3.9935071,Netherlands,
Fryslân,IJsbrechtum,680,53.0452949,5.6324861,Netherlands,
Fryslân,Mildam,680,52.9384804,5.9955754,Netherlands,
Gelderland,Duinen,680,52.3462235,5.6890385,Netherlands,
Gelderland,Eschoter Veld,680,52.103455,5.7518868,Netherlands,
Noord-Holland,Burgerbrug,680,52.7488671,4.702595,Netherlands,
Groningen,Kantens,680,53.3650393,6.6319188,Netherlands,
Groningen,'t Zandt,680,53.3674758,6.7737938,Netherlands,
Fryslân,Elsloo,675,52.9437876,6.2387957,Netherlands,
Drenthe,Stuifzand,675,52.7490304,6.5016245,Netherlands,
Gelderland,Leuvenheim,675,52.0755195,6.1421402,Netherlands,
Utrecht,Heeswijk,675,52.046878,4.9726831,Netherlands,
Utrecht,Uitweg,675,51.9846779,5.012015,Netherlands,
Limburg,Lingsfort,675,51.4763716,6.2105421,Netherlands,
Limburg,Onder-Eindt-Zandberg,675,51.3338997,6.0149212,Netherlands,
Zeeland,Oudelande,675,51.409074,3.8541064,Netherlands,
Fryslân,De Wilgen,670,53.0969672,6.0232332,Netherlands,
Gelderland,Veessen,670,52.3773979,6.0877389,Netherlands,
Noord-Holland,Allanbuurt,670,52.4504683,4.7713237,Netherlands,
Noord-Brabant,Macharen,670,51.808595,5.5403678,Netherlands,
Zuid-Holland,Nieuwe Wetering,670,52.2074866,4.6175515,Netherlands,
Limburg,Schin op Geul,670,50.853949,5.8694985,Netherlands,
Fryslân,Aldtsjerk,665,53.2653201,5.8918775,Netherlands,
Drenthe,Fort,665,52.65103,6.3855247,Netherlands,
Noord-Holland,Westerland,665,52.8923429,4.9269174,Netherlands,
Limburg,Nunhem,665,51.2453312,5.961958,Netherlands,
Limburg,Rimburg,665,50.914128,6.0800165,Netherlands,
Drenthe,Tiendeveen,660,52.7466587,6.5432067,Netherlands,
Gelderland,Gelselaar,660,52.1688936,6.5254407,Netherlands,
Overijssel,s-Heerenbroek,660,52.5358503,6.009733,Netherlands,
Groningen,Ten Post,660,53.2978321,6.7283316,Netherlands,
Fryslân,Mûnein,655,53.2534681,5.9173818,Netherlands,
Drenthe,Kavelingen,655,52.9013626,7.0032567,Netherlands,
Gelderland,Batenburg,655,51.8240136,5.6298235,Netherlands,
Gelderland,Ravenswaaij,655,51.9521052,5.3312483,Netherlands,
Gelderland,Dale,655,51.9390802,6.5686508,Netherlands,
Noord-Brabant,Voorste Heikant en Weijereind,655,51.3521336,5.1665239,Netherlands,
Fryslân,Hommerts,650,52.9765771,5.6501314,Netherlands,
Fryslân,Wijckel,650,52.8912928,5.6216977,Netherlands,
Gelderland,IJzerlo-kern,650,51.8888512,6.5420211,Netherlands,
Gelderland,Oosterhuizen,650,52.1636229,5.9969276,Netherlands,
Noord-Holland,Zuidschermer,650,52.5861738,4.778439,Netherlands,
Zuid-Holland,Ottoland-Vuilendam,650,51.8851033,4.848637,Netherlands,
Zuid-Holland,Woerdense Verlaat,650,52.1593892,4.8701546,Netherlands,
Groningen,Kloosterburen,650,53.3871567,6.3918331,Netherlands,
Groningen,Nuis,650,53.1539445,6.2980345,Netherlands,
Groningen,Rhederweg-West,650,53.0926634,7.1568619,Netherlands,
Drenthe,Gees,645,52.748007,6.6896799,Netherlands,
Drenthe,Wapse,645,52.8565735,6.2671248,Netherlands,
Overijssel,Welsum,645,52.3288531,6.0875907,Netherlands,
Noord-Brabant,Weebosch,645,51.3084525,5.2958042,Netherlands,
Limburg,Ohé,645,51.109436,5.8333857,Netherlands,
Drenthe,Gasselternijveenschemond,640,52.9957527,6.9003991,Netherlands,
Drenthe,Zuideropgaande Nieuw Moscou,640,52.6742957,6.5363491,Netherlands,
Noord-Brabant,Haghorst,640,51.4954926,5.2059187,Netherlands,
Noord-Brabant,Logt en Berkhoek,640,51.5896955,5.7066513,Netherlands,
Noord-Brabant,Nieuw Velp,640,51.7480325,5.7150208,Netherlands,
Noord-Brabant,"Tongeren, Luissel en Nergena",640,51.59535,5.2806577,Netherlands,
Zuid-Holland,Stougjesdijk en Brabesweg,640,51.8043928,4.4872018,Netherlands,
Gelderland,Alem,635,51.7868611,5.3421699,Netherlands,
Gelderland,Haart,635,51.9284715,6.6470571,Netherlands,
Gelderland,Kotten,635,51.9432826,6.7703921,Netherlands,
Gelderland,Lathum,635,51.984604,6.0182804,Netherlands,
Overijssel,Manderveen,635,52.4490252,6.7830862,Netherlands,
Fryslân,Raerd,630,53.0980851,5.7569777,Netherlands,
Gelderland,Altforst,630,51.8492774,5.5653557,Netherlands,
Gelderland,Laag-Keppel,630,51.9968242,6.2221539,Netherlands,
Noord-Holland,Oterleek,630,52.6286324,4.8357188,Netherlands,
Noord-Brabant,Groote Heide,630,51.6787134,5.5430511,Netherlands,
Noord-Brabant,Ledeacker,630,51.6362197,5.8730475,Netherlands,
Zuid-Holland,Opperduit,630,51.9032502,4.7188964,Netherlands,
Fryslân,Suwâld,625,53.1792652,5.9248903,Netherlands,
Overijssel,Kerspel en Schipbeek,625,52.1963227,6.5574734,Netherlands,
Overijssel,Zuidveen,625,52.7764381,6.113223,Netherlands,
Noord-Brabant,Kuivezand,625,51.5810382,4.4993914,Netherlands,
Zeeland,Oostdijk,625,51.4428556,4.077763,Netherlands,
Fryslân,Katlijk,620,52.9391272,6.0262594,Netherlands,
Fryslân,Westergeest,620,53.2905912,6.0828121,Netherlands,
Drenthe,Lieving Makkum,620,52.8505376,6.5302599,Netherlands,
Drenthe,Roswinkel,620,52.8374439,7.0404943,Netherlands,
Gelderland,Miggelenberg,620,52.1268544,5.8847735,Netherlands,
Overijssel,Rheezerveen,620,52.5711617,6.539717,Netherlands,
Overijssel,Scheerwolde,620,52.7561489,6.0143445,Netherlands,
Utrecht,Haarzuilens,620,52.1197535,4.9905882,Netherlands,
Zeeland,Baarland,620,51.4093939,3.8847188,Netherlands,
Zeeland,Brigdamme,620,51.5153732,3.6059939,Netherlands,
Zeeland,Hoofdplaat,620,51.3711859,3.6605127,Netherlands,
Fryslân,Burum,615,53.2746585,6.2288752,Netherlands,
Drenthe,Noord-Sleen,615,52.7928017,6.7986874,Netherlands,
Noord-Holland,Noordbeemster,615,52.5879556,4.9400864,Netherlands,
Noord-Brabant,Achter 't Hof,615,51.5785686,4.5642586,Netherlands,
Noord-Brabant,Moerstraten,615,51.5411504,4.3443687,Netherlands,
Noord-Brabant,Zoggel - Berkt,615,51.7200442,5.4987078,Netherlands,
Fryslân,Midlum,610,53.1820952,5.4477726,Netherlands,
Drenthe,Schipborg,610,53.0735972,6.6695281,Netherlands,
Noord-Holland,Huisduinen,610,52.9488599,4.7258361,Netherlands,
Groningen,Doklanden,610,53.3244551,6.9189598,Netherlands,
Flevoland,Middengebied,605,52.3772876,5.4173357,Netherlands,
Drenthe,Nieuwe Kampen,605,52.852642,6.8501188,Netherlands,
Gelderland,Brinkheurne,605,51.9578708,6.7557183,Netherlands,
Overijssel,Belt-Schutsloot,605,52.6700948,6.06098,Netherlands,
Overijssel,Eesveen,605,52.8236519,6.1410117,Netherlands,
Overijssel,Notter,605,52.339706,6.5256542,Netherlands,
Overijssel,Radewijk,605,52.5693787,6.7141927,Netherlands,
Overijssel,Wijthmen,605,52.4856186,6.169052,Netherlands,
Utrecht,Oud-Zuilen,605,52.1318245,5.0714185,Netherlands,
Noord-Brabant,De Moer,605,51.6227519,5.0140818,Netherlands,
Zeeland,Nisse,605,51.4547931,3.8528591,Netherlands,
Fryslân,Blauwhuis,600,53.0245052,5.5421809,Netherlands,
Noord-Holland,Wijdewormer,600,52.4938109,4.8756946,Netherlands,
Noord-Holland,Zwaagdijk-West,600,52.6749059,5.0566531,Netherlands,
Zuid-Holland,Simonshaven,600,51.8224917,4.2887483,Netherlands,
Groningen,Boven-Pekela,600,53.0359524,6.9336768,Netherlands,
Fryslân,Achlum,595,53.1489162,5.4834088,Netherlands,
Fryslân,Pingjum,595,53.1156217,5.4392986,Netherlands,
Drenthe,Linde,595,52.6398455,6.4466842,Netherlands,
Noord-Holland,Kreileroord,595,52.8422174,5.0825833,Netherlands,
Noord-Holland,Sint Maartensvlotbrug,595,52.7850722,4.7109827,Netherlands,
Noord-Brabant,Kruisstraat,595,51.5897171,4.5650892,Netherlands,
Limburg,Rijckholt,595,50.7980628,5.7348644,Netherlands,
Limburg,Ven-Zelderheide,595,51.7152389,6.0227461,Netherlands,
Groningen,Agobuurt,595,52.8711353,7.0826515,Netherlands,
Groningen,Onderdendam,595,53.3345507,6.5875647,Netherlands,
Fryslân,Rotsterhaule,590,52.9189769,5.855353,Netherlands,
Fryslân,Wytgaard,590,53.1411848,5.7831772,Netherlands,
Drenthe,Drouwenermond,590,52.9800031,6.9105125,Netherlands,
Drenthe,Witteveen,590,52.8141177,6.6605071,Netherlands,
Gelderland,Aperloo,590,52.4193856,5.8681305,Netherlands,
Gelderland,Barlo,590,51.9556264,6.5892639,Netherlands,
Gelderland,Enspijk,590,51.8843921,5.2120008,Netherlands,
Overijssel,Rechterensweg,590,52.6670869,6.1593918,Netherlands,
Noord-Brabant,Baarschot,590,51.4576789,5.1863192,Netherlands,
Noord-Brabant,Heeseind,590,51.7280062,5.4194488,Netherlands,
Drenthe,Zweeloo,585,52.7959067,6.7303477,Netherlands,
Noord-Holland,Watergang,585,52.4360704,4.961406,Netherlands,
Zeeland,Ouwerkerk,585,51.625668,3.9823321,Netherlands,
Groningen,Zandeweer,585,53.3879108,6.6796355,Netherlands,
Groningen,Zuidwending,585,53.096436,6.9347719,Netherlands,
Fryslân,Haule,580,53.036385,6.3046637,Netherlands,
Fryslân,Hemelum,580,52.8803926,5.4627876,Netherlands,
Gelderland,Empe Kern,580,52.1542978,6.1372959,Netherlands,
Gelderland,Netterden,580,51.8545754,6.3124961,Netherlands,
Gelderland,Holterhoek,580,52.0765633,6.6738003,Netherlands,
Limburg,Heide,580,51.2428195,6.0497849,Netherlands,
Zeeland,Driewegen,580,51.41876,3.8045445,Netherlands,
Overijssel,Ossenzijl,575,52.8072023,5.9211497,Netherlands,
Noord-Holland,Lutjewinkel,575,52.7660257,4.8843427,Netherlands,
Noord-Holland,Oost-Knollendam,575,52.5138389,4.8113215,Netherlands,
Utrecht,Rumelaar-Lambalgen,575,52.0633276,5.4579094,Netherlands,
Noord-Brabant,Drimmelen,575,51.7068965,4.8049139,Netherlands,
Limburg,Veulen,575,51.4787369,5.9561009,Netherlands,
Groningen,Ganzedijk,575,53.2062233,7.1189752,Netherlands,
Fryslân,Oosterstreek,570,52.8992821,6.1685566,Netherlands,
Gelderland,Acquoy,570,51.8793697,5.1353082,Netherlands,
Gelderland,Holkerveen,570,52.2020006,5.45093,Netherlands,
Gelderland,Kerkwijk,570,51.7749144,5.2152892,Netherlands,
Gelderland,Leeuwen,570,51.9822582,5.684273,Netherlands,
Overijssel,Ane,570,52.6144122,6.6491348,Netherlands,
Overijssel,Hertme,570,52.3200191,6.7594662,Netherlands,
Zuid-Holland,Blaaksedijk,570,51.8228792,4.5051587,Netherlands,
Fryslân,Nijemirdum,565,52.8544728,5.5738702,Netherlands,
Drenthe,Derde Kruisdiep,565,52.8456383,6.9528292,Netherlands,
Gelderland,Bovenstreek,565,52.4390833,5.904114,Netherlands,
Gelderland,Est,565,51.8509865,5.3149443,Netherlands,
Noord-Brabant,Hengstheuvel,565,51.6859927,5.6165444,Netherlands,
Zeeland,Lamswaarde,565,51.3433859,4.0553353,Netherlands,
Noord-Holland,Aagtdorp,560,52.6878134,4.6731939,Netherlands,
Noord-Holland,De Buurt,560,52.7047162,5.0357115,Netherlands,
Noord-Brabant,Borkel,560,51.3022121,5.4324214,Netherlands,
Noord-Brabant,Jekschotse Heide en Everse,560,51.5706929,5.5156765,Netherlands,
Groningen,Hellum,560,53.2412555,6.83914,Netherlands,
Drenthe,Zandpol,555,52.6918973,6.8620632,Netherlands,
Overijssel,Rheezerend,555,52.6093763,6.5064718,Netherlands,
Overijssel,Oud-Bergentheim,555,52.5263349,6.5944111,Netherlands,
Noord-Holland,Schoorldam,555,52.7128277,4.713672,Netherlands,
Noord-Brabant,Holthees,555,51.5737899,6.0054223,Netherlands,
Noord-Brabant,Spurk en 't Woud,555,51.6557543,5.3921759,Netherlands,
Zuid-Holland,Zinkweg,555,51.8013455,4.4081728,Netherlands,
Limburg,Reijmerstok,555,50.7979915,5.8354546,Netherlands,
Groningen,Thesinge,555,53.2740767,6.6528836,Netherlands,
Fryslân,Kimswerd,550,53.1412305,5.4398693,Netherlands,
Fryslân,Oosterbierum,550,53.2349554,5.5117412,Netherlands,
Drenthe,Nijensleek,550,52.8356049,6.1643826,Netherlands,
Gelderland,Zoelmond,550,51.9423848,5.3111574,Netherlands,
Gelderland,Zwiep,550,52.1467081,6.4493365,Netherlands,
Overijssel,Hessum-Rechteren,550,52.4985927,6.3156008,Netherlands,
Overijssel,Westerhuizingerveld,550,52.6178765,6.3378878,Netherlands,
Utrecht,Willeskop,550,52.0160526,4.8976876,Netherlands,
Noord-Brabant,De Heen,550,51.6088951,4.2729747,Netherlands,
Groningen,Noordwijk,550,53.1697221,6.2578253,Netherlands,
Drenthe,Drogteropslagen,545,52.621674,6.5002375,Netherlands,
Overijssel,Heemserveen,545,52.5875808,6.5641296,Netherlands,
Noord-Holland,Oostelijke Vechtoever,545,52.3000653,5.0787875,Netherlands,
Noord-Holland,Scharwoude,545,52.6217916,5.0123597,Netherlands,
Utrecht,'t Waal,545,52.0018829,5.1342708,Netherlands,
Noord-Brabant,Bremberg,545,51.560674,4.6866277,Netherlands,
Noord-Brabant,Klein Dongen,545,51.6437179,4.9501894,Netherlands,
Limburg,Catsop,545,50.9371304,5.7676293,Netherlands,
Groningen,Noordlaren,545,53.1207485,6.6654392,Netherlands,
Fryslân,Haskerhorne,540,52.9591401,5.8336338,Netherlands,
Fryslân,Weidum,540,53.1463203,5.7429693,Netherlands,
Gelderland,De Vecht,540,52.2579214,6.0390922,Netherlands,
Overijssel,Dijkerhoek,540,52.2806616,6.3489005,Netherlands,
Noord-Holland,Beets,540,52.591013,4.9739007,Netherlands,
Zeeland,Kattendijke,540,51.5231169,3.9442431,Netherlands,
Groningen,Garrelsweer,540,53.3104834,6.7652862,Netherlands,
Fryslân,Engwierum,535,53.3178857,6.1326586,Netherlands,
Gelderland,Boskant,535,51.7917136,5.7700147,Netherlands,
Gelderland,Miste,535,51.9443378,6.6596779,Netherlands,
Gelderland,Rijswijk,535,51.9587972,5.3563938,Netherlands,
Overijssel,Marle,535,52.4186516,6.4880973,Netherlands,
Noord-Holland,Oudesluis,535,52.8339241,4.8079471,Netherlands,
Limburg,Eckelrade,535,50.8059168,5.7670351,Netherlands,
Limburg,Griendtsveen,535,51.4426545,5.8848464,Netherlands,
Groningen,Kommerzijl,535,53.2859774,6.3251061,Netherlands,
Fryslân,Zwagerbosch,530,53.2475294,6.0477778,Netherlands,
Drenthe,Altena,530,53.1321456,6.4765133,Netherlands,
Drenthe,Drouwen,530,52.9520548,6.7974962,Netherlands,
Gelderland,Erichem,530,51.8994552,5.3577692,Netherlands,
Overijssel,De Bult,530,52.8072532,6.1147285,Netherlands,
Groningen,Meedhuizen,530,53.2880863,6.9117893,Netherlands,
Groningen,Zeerijp,530,53.347922,6.760579,Netherlands,
Fryslân,Harich,525,52.8972161,5.5505455,Netherlands,
Utrecht,Scheendijk,525,52.1800153,5.0224088,Netherlands,
Zeeland,Gapinge,525,51.5448369,3.6253388,Netherlands,
Groningen,Barnflair,525,52.8570372,7.0867096,Netherlands,
Overijssel,Ommerkanaal,520,52.5883093,6.4350728,Netherlands,
Zuid-Holland,Strijensas,520,51.7144508,4.5862244,Netherlands,
Overijssel,Enterbroek,515,52.291377,6.6049438,Netherlands,
Utrecht,Loenersloot,515,52.2297752,5.0003408,Netherlands,
Noord-Brabant,Spaansehoek,515,51.5284965,5.0138525,Netherlands,
Zuid-Holland,Vlist,515,51.9817512,4.8144953,Netherlands,
Limburg,Nieuwstraat,515,51.3139959,5.7789356,Netherlands,
Gelderland,Wordragen,510,51.7590876,5.2204605,Netherlands,
Noord-Holland,Buitenkaag,510,52.2236184,4.5596712,Netherlands,
Utrecht,Kortgerecht,510,51.930178,5.11838,Netherlands,
Noord-Brabant,Distelberg,510,51.6573885,5.2150856,Netherlands,
Noord-Brabant,Groeningen,510,51.6078915,5.9971514,Netherlands,
Noord-Brabant,Snepseind en Bijsterveld,510,51.5175409,5.3339286,Netherlands,
Zuid-Holland,Rotte,510,51.97428,4.5257418,Netherlands,
Zuid-Holland,Tinte,510,51.8849725,4.1339723,Netherlands,
Zeeland,s-Heer Abtskerke,510,51.4708254,3.8809447,Netherlands,
Groningen,Garmerwolde,510,53.2510136,6.6600173,Netherlands,
Groningen,Overschild,510,53.2824023,6.7849854,Netherlands,
Fryslân,Nijeholtpade,505,52.9125809,6.0778329,Netherlands,
Gelderland,Meerveld,505,52.2429474,5.805972,Netherlands,
Gelderland,Greffelkamp,505,51.9548512,6.1093532,Netherlands,
Noord-Holland,Aalsmeerderbrug,505,52.2730337,4.7482373,Netherlands,
Utrecht,Achtersloot,505,52.0396839,5.0106229,Netherlands,
Noord-Brabant,Oudendijk,505,51.8083443,4.975917,Netherlands,
Limburg,Arensgenhout,505,50.8880862,5.8416694,Netherlands,
Limburg,Heide,505,51.5027935,5.9428063,Netherlands,
Fryslân,Idskenhuizen,500,52.9264406,5.7073569,Netherlands,
Fryslân,Parrega,500,53.0166902,5.4772949,Netherlands,
Drenthe,Oosterdiep,500,52.7908884,7.0409469,Netherlands,
Overijssel,Kampereiland,500,52.5967544,5.8888537,Netherlands,
Noord-Brabant,Leenderstrijp,500,51.3341719,5.5392745,Netherlands,
Noord-Brabant,Meren-De Gagel,500,51.693633,5.758897,Netherlands,
Noord-Brabant,Oventje,500,51.6757266,5.6758515,Netherlands,
Zuid-Holland,Zuidbuurt,500,52.1066398,4.5020876,Netherlands,
Gelderland,Kievitsdel,495,51.9814165,5.7799455,Netherlands,
Noord-Holland,Valkeveen,495,52.3065711,5.1732687,Netherlands,
Noord-Brabant,Sint Agatha,495,51.7126046,5.913731,Netherlands,
Noord-Brabant,Uppel,495,51.7909904,4.9406853,Netherlands,
Limburg,Bocholtzerheide,495,50.8193786,5.9882131,Netherlands,
Limburg,Haler,495,51.1877286,5.7797756,Netherlands,
Fryslân,Hoorn,490,53.3969615,5.3436655,Netherlands,
Fryslân,Munnekezijl,490,53.3026755,6.2722074,Netherlands,
Fryslân,Nijega,490,53.1281299,6.0284016,Netherlands,
Fryslân,Wijnaldum,490,53.1956484,5.4606213,Netherlands,
Gelderland,De Klomp,490,52.0456774,5.5731145,Netherlands,
Overijssel,Harculo en Hoog-Zuthem,490,52.4592681,6.1269409,Netherlands,
Overijssel,Witharen,490,52.5617758,6.3955378,Netherlands,
Noord-Holland,Krommeniedijk,490,52.5147513,4.7621826,Netherlands,
Noord-Brabant,De Aa,490,51.2832639,5.3541279,Netherlands,
Noord-Brabant,Katwijk,490,51.750352,5.8733157,Netherlands,
Zeeland,Schore,490,51.4628481,3.9992689,Netherlands,
Zeeland,Waterlandkerkje,490,51.317813,3.55501,Netherlands,
Groningen,Borgercompagnie,490,53.1077641,6.8194364,Netherlands,
Groningen,Kornhorn,490,53.1816595,6.2452994,Netherlands,
Groningen,Niebert,490,53.160308,6.3221258,Netherlands,
Drenthe,Eexterveen,485,53.0503306,6.807107,Netherlands,
Gelderland,De Veenen,485,52.0773434,5.5806403,Netherlands,
Gelderland,Kapel-Avezaath,485,51.8798748,5.3735744,Netherlands,
Gelderland,Kekerdom,485,51.8629931,6.0119794,Netherlands,
Gelderland,Slichtenhorst,485,52.2006332,5.4979961,Netherlands,
Noord-Holland,Schinkelpolder,485,52.2951209,4.8066933,Netherlands,
Noord-Holland,Van Ewijcksluis,485,52.8837373,4.8744729,Netherlands,
Groningen,Garnwerd,485,53.3042318,6.49298,Netherlands,
Groningen,Jonkersvaart,485,53.1279294,6.3071525,Netherlands,
Groningen,Niezijl,485,53.2668782,6.3427244,Netherlands,
Groningen,Scharmer,485,53.1989882,6.7101369,Netherlands,
Fryslân,Ballum,480,53.4440475,5.6898905,Netherlands,
Fryslân,Blesdijke,480,52.8302223,6.0138812,Netherlands,
Fryslân,Delfstrahuizen-Buitengebied,480,52.8747242,5.8253363,Netherlands,
Gelderland,Wely,480,51.9069263,5.6918647,Netherlands,
Gelderland,Wilp-Achterhoek,480,52.2109868,6.075589,Netherlands,
Overijssel,'t Hexel,480,52.3402996,6.4504817,Netherlands,
Overijssel,Lenthe,480,52.4771124,6.2134882,Netherlands,
Noord-Brabant,Kurenpolder,480,51.725896,4.8835427,Netherlands,
Zeeland,Cadzand,480,51.3687218,3.4092,Netherlands,
Zeeland,Veere,480,51.5474606,3.663963,Netherlands,
Groningen,Briltil,480,53.2418788,6.388487,Netherlands,
Drenthe,Drijber,475,52.7916009,6.5388673,Netherlands,
Drenthe,Zorgvlied,475,52.920877,6.2564954,Netherlands,
Gelderland,Hoog-Keppel,475,52.0050938,6.2017931,Netherlands,
Gelderland,Koeweg en Molecaten,475,52.4708786,6.0453599,Netherlands,
Gelderland,Speuld,475,52.2703652,5.7087555,Netherlands,
Overijssel,Linde,475,52.4484346,6.5092064,Netherlands,
Noord-Holland,Groote Keeten,475,52.8538947,4.7107029,Netherlands,
Noord-Brabant,Hoeven,475,51.3817955,5.683136,Netherlands,
Limburg,Moorveld,475,50.9155989,5.7572665,Netherlands,
Zeeland,Oud-Sabbinge,475,51.5330975,3.801593,Netherlands,
Drenthe,Zwiggelte,470,52.8735009,6.5859248,Netherlands,
Gelderland,Neerijnen,470,51.832046,5.2799409,Netherlands,
Gelderland,Ommeren met Den Eng,470,51.9445445,5.4957648,Netherlands,
Gelderland,Ubbergen,470,51.8352027,5.9027676,Netherlands,
Overijssel,Dedemsvaart,470,52.5819837,6.4802124,Netherlands,
Overijssel,Lutten-West,470,52.6107967,6.5503568,Netherlands,
Overijssel,Zeldam,470,52.2569701,6.6244606,Netherlands,
Noord-Holland,Aetsveldsepolder,470,52.2924697,5.0461613,Netherlands,
Noord-Holland,Bobeldijk,470,52.6520029,4.9994131,Netherlands,
Utrecht,Nieuwer Ter Aa,470,52.1906574,4.9806608,Netherlands,
Utrecht,Nieuwersluis,470,52.1962769,5.0080227,Netherlands,
Zuid-Holland,Mookhoek,470,51.7521221,4.5951412,Netherlands,
Zeeland,Terhole,470,51.3164246,4.0368537,Netherlands,
Fryslân,Exmorra,465,53.0559616,5.4641194,Netherlands,
Drenthe,De Groeve,465,53.1134353,6.7145676,Netherlands,
Gelderland,Hoenzadriel,465,51.7554382,5.3319119,Netherlands,
Gelderland,Dunsborg,465,52.0458914,6.3338882,Netherlands,
Overijssel,Averlo en Frieswijk,465,52.2968822,6.2175029,Netherlands,
Overijssel,Lierderholthuis,465,52.4366647,6.1920006,Netherlands,
Zeeland,Nieuw-Haamstede,465,51.7125355,3.7017992,Netherlands,
Zeeland,Zuidzande,465,51.3409162,3.451039,Netherlands,
Fryslân,Munnekeburen,460,52.8496292,5.8872087,Netherlands,
Overijssel,Herxen,460,52.4218896,6.1414516,Netherlands,
Overijssel,Hoogenweg,460,52.5685838,6.6600356,Netherlands,
Overijssel,Wiene,460,52.2370209,6.655268,Netherlands,
Noord-Holland,Kapel,460,52.5844814,4.6937474,Netherlands,
Noord-Brabant,Achterdijk-Roijendijk,460,51.7018669,5.7903398,Netherlands,
Noord-Brabant,Driehuis,460,51.7398611,5.7163358,Netherlands,
Noord-Brabant,Heische Wal - DintherseHoek,460,51.6642653,5.513265,Netherlands,
Noord-Brabant,Overlangel,460,51.7751386,5.6718465,Netherlands,
Limburg,Vroenhof,460,50.8739429,5.782593,Netherlands,
Zeeland,Kats,460,51.5678244,3.8849786,Netherlands,
Fryslân,Oosthem,455,53.0169855,5.6003385,Netherlands,
Fryslân,Wjelsryp,455,53.1670552,5.6074641,Netherlands,
Drenthe,Donderen,455,53.0954761,6.5464029,Netherlands,
Overijssel,Bruinehaar,455,52.4664044,6.6690249,Netherlands,
Overijssel,Elsen,455,52.2679131,6.5408831,Netherlands,
Utrecht,Hogewaard,455,51.9550932,4.9558032,Netherlands,
Noord-Brabant,Mun,455,51.7418171,5.5989416,Netherlands,
Noord-Brabant,Tregelaar,455,51.5333214,5.3239702,Netherlands,
Groningen,Drieborg,455,53.2062563,7.1814209,Netherlands,
Groningen,Wirdum,455,53.3191432,6.7843282,Netherlands,
Fryslân,Scherpenzeel,450,52.8303637,5.875494,Netherlands,
Overijssel,Heetveld,450,52.6631896,6.012067,Netherlands,
Noord-Holland,Westknollendam,450,52.5151302,4.7859741,Netherlands,
Utrecht,Mastwijk,450,52.0595618,4.9804613,Netherlands,
Noord-Brabant,De Rund,450,51.3041106,5.3176923,Netherlands,
Noord-Brabant,Hulten,450,51.5727646,4.9526653,Netherlands,
Zeeland,Ritthem,450,51.4505876,3.6263133,Netherlands,
Groningen,Den Andel,450,53.390173,6.5115814,Netherlands,
Gelderland,Gelderse Dijk,445,52.4948215,6.0336941,Netherlands,
Noord-Brabant,Hazelberg,445,51.6486375,5.5260235,Netherlands,
Fryslân,Tjerkwerd,440,53.0416532,5.5001151,Netherlands,
Overijssel,Beuseberg,440,52.2595518,6.4213115,Netherlands,
Overijssel,Oud-Lutten,440,52.6240518,6.600244,Netherlands,
Noord-Brabant,Drongelen,440,51.7159401,5.0545492,Netherlands,
Fryslân,Easterlittens,435,53.1348088,5.6508238,Netherlands,
Drenthe,Foxel,435,52.7929763,7.0177737,Netherlands,
