Name,Latitude,Longitude,Population
Sabaneta,8.2936178,-82.4833303,4
Finca Los Angeles,8.3761475,-82.7497567,4
Loma San Pedro,8.4577553,-82.5553806,4
Buenos Aires,8.7883991,-82.4044927,4
Alto de Guadalupe,8.8758616,-82.5522698,4
Cerro Gordo,8.7375145,-82.6568099,4
Cerro Paja,8.753246,-82.6833602,4
Las Huacas,8.7473024,-82.6684332,4
Finca Orlando Real,8.4556179,-82.2910286,4
Plan de La Galera,8.4245045,-82.2153983,4
Palma Real,8.0955722,-82.3422661,4
Buenos Aires,8.6187562,-82.2924216,4
La Pita 1,8.582303,-82.2014715,4
Bajo Largo,8.6972235,-82.2853843,4
Las Marias,8.7144684,-82.2743152,4
Nueva York,8.6695146,-82.2608233,4
Barrial o Arco Iris,8.6440336,-82.2395043,4
Masigal,8.7445336,-82.276555,4
Canas Blancas,8.7023019,-82.7751702,4
Los Bajos,8.2133798,-82.2942983,4
El Barrero,8.3724726,-82.0584124,4
Playa Zapotal,8.2195787,-82.0588088,4
Calderon,8.206347,-81.5834129,4
Cerro Vaca,8.2763343,-81.7004178,4
Playa Grande,8.3633615,-78.1707196,4
Majagualito,8.4593786,-78.1362975,4
Finca Sonora,8.4317153,-78.113059,4
Quebrada Brea,8.1033286,-78.0209046,4
Calle Ganti,8.2900084,-78.0513934,4
Fondiaderito,7.520677,-78.1788701,4
Casa Vieja,7.9828116,-78.4100302,4
Dos  Bocas,8.6587462,-78.4052915,4
Quebrada Mango,8.5983557,-78.4032167,4
La Pita,8.4945856,-78.4240479,4
Quebrada del Medio,8.5984665,-78.4102229,4
El Pital,8.4977364,-78.0794931,4
El Golfo,8.2796101,-77.9410095,4
Sabana,8.7925879,-78.2064243,4
La Gira,8.6298253,-78.2392333,4
Quebrada Cuca,8.5869851,-78.291681,4
Caobanerita,8.5809296,-78.1535323,4
Guayabillo Abajo,8.7800813,-78.2553006,4
Boca de Tres Piedras,8.6079572,-78.2410604,4
Siete Pasos,8.0637593,-77.7284879,4
Chuperti,8.130327,-77.625698,4
La Doncella,8.1593461,-77.7458847,4
Boca de Tupisa,8.1889777,-77.7141219,4
Finca Linader,8.2062691,-77.7275745,4
Quebrada Caoba,8.3417448,-77.8442032,4
Quebrada Felix Abajo,8.3672931,-77.8238257,4
Villa Darien Arriba,8.5231162,-78.0213162,4
La Chilonga,7.9500894,-80.4712155,4
Finca Vista Hermosa,7.7858037,-80.7342028,4
Las Pipas,7.7337756,-80.7896793,4
Los Picachos,7.8024351,-80.8125456,4
Las Trancas,7.7883949,-80.7601398,4
Paja de Nata,7.7019843,-80.7463122,4
El Cacao,7.6896787,-80.6470236,4
Rincon Sanchez,7.5967384,-80.7068123,4
Rio Arriba,7.7513476,-80.6734917,4
Ave Maria Abajo,7.8821055,-80.8322617,4
Finca Piedra Pintada,7.983896,-80.7339303,4
Elaina,7.8656831,-80.7380825,4
Magallon,7.9945717,-80.5420155,4
La Uva,8.0174821,-80.6467666,4
Finca El Lago,8.0056735,-80.6141516,4
Finca Santa Rosa,8.0776714,-80.5496308,4
Cruce de Potuga,8.081372,-80.6092282,4
Quebrada Grande,7.9590841,-80.546489,4
Finca El Moro,7.895352,-80.6204301,4
El Limon,8.0621101,-80.7739584,4
Parque Las Macanas,8.1168562,-80.586993,4
Chumical,7.7434101,-80.4240318,4
Santa Rosita,7.7706226,-80.3934617,4
Agua Buena,7.5822917,-80.2828277,4
La Loma del Loro,7.5708364,-80.3516453,4
Las Lajas,7.890072,-80.4151648,4
El Pozo Barro,7.8310411,-80.4617552,4
La Garnica,7.8372336,-80.3500728,4
El Jobo,7.9489716,-80.3940834,4
La Laja,7.9119476,-80.3875664,4
El Hortigo,7.6030496,-80.5775595,4
La Pifa 2,7.5823548,-80.5633763,4
Los Catarales,7.6637495,-80.5976449,4
El Hortigo,7.6059961,-80.5761915,4
Puerto Escondido,7.4443847,-80.072137,4
Cobachon,7.4641462,-80.154938,4
La Enea,7.5879906,-80.0570796,4
Agua Buena,7.5341807,-80.1900515,4
Cabecera de Quebrada  Palma,7.4876652,-80.224621,4
Los Algodones,7.5312158,-80.1730799,4
Catival,7.4404542,-80.1467385,4
Quebrada Bustamante,7.5455986,-80.2128076,4
Las Penas,7.682774,-80.1755136,4
Quebrada El Potrero,7.6121813,-80.18431,4
La Vaca,7.543397,-80.1761948,4
Finca Paritilla,7.6269342,-80.1983915,4
Boca de Toro,7.5073346,-80.6132556,4
Quebrada de Quema Arriba,7.5326205,-80.5363566,4
La Saina,7.4357045,-80.2270637,4
El Paradero,7.4961554,-80.2780698,4
La Joba,7.3956691,-80.463971,4
Rio Viejo Abajo o Chara Abajo,7.4134507,-80.3928783,4
La Totumita,7.5390059,-80.441437,4
Pedregal,7.2513418,-80.5742308,4
Punta Blanca,7.2344498,-80.5989571,4
La Pipa,7.2461225,-80.5156198,4
Tembladera,8.6890064,-79.7880153,4
Pueblo Nuevo o Huesital,8.9121432,-79.9767228,4
El Cauchal o Los Cauchales,8.7669076,-79.9715501,4
Quebrada Las Lajas,8.7611097,-79.9259546,4
Trinity Hill,8.7535781,-79.9393692,4
El Polanco,8.7853802,-79.8321004,4
San Pedro,8.6089596,-79.936208,4
Lajas Arriba,8.5651991,-79.9517031,4
Loma Colorada,9.1823598,-79.087744,4
Finca Itaca,9.1797166,-79.0928533,4
Guayabal,9.3190727,-78.8990887,4
Chimborazo,9.2099943,-78.9605373,4
Calobre Piedra,9.1178936,-78.9420273,4
Altos del Sol,9.2666042,-78.9805058,4
Quebrada Bonita,9.291756,-79.1301546,4
Rio Nilo,9.0889636,-78.7098287,4
Majagual,8.7070619,-78.6100474,4
Santa Rita,8.7374827,-78.6046273,4
El Pedregoso,8.9108537,-78.8108988,4
La Pita,8.8936116,-78.8421234,4
Corotu o Corotu Abajo,8.7926202,-78.7155513,4
Rio La Gira,8.7737145,-78.6714957,4
El Congal,8.8929156,-79.9775822,4
La Venta,9.3408863,-79.5527742,4
Quebrada Benitez,9.2657634,-79.5660166,4
Altos del  Lago,9.1889852,-79.5735499,4
Rio Piedra,9.2920099,-79.3814895,4
Vista Mar,8.4943549,-79.9561361,4
Playa Panama,8.4490862,-79.9820682,4
Los Curas,8.3344767,-80.8643745,4
Los Chacareros o Las Penitas,8.523616,-80.882181,4
El Salitre 2,8.323678,-80.9012864,4
Los Bolos o Llano Grande,8.3078024,-80.7077589,4
El Buho,8.3591008,-80.7471694,4
Los Cerritos,8.3255978,-80.7231351,4
El Guaracho,8.216007,-80.8185509,4
Las Minas,8.2569191,-80.7596517,4
Las Tranquillas,8.2251717,-80.7991647,4
Zapotal 1,8.2725273,-81.1241494,4
Pocri,8.3034886,-81.1283265,4
Palma Real,8.1300868,-81.2351359,4
Rincon Largo,8.1360162,-81.1653714,4
Llano del Padre,8.188955,-81.1965374,4
Sabaneta de La Montana,8.1527918,-81.230701,4
Cana Brava,8.1191952,-81.1920628,4
El Chendo,8.238498,-81.2585808,4
Corozal,8.1458259,-81.3240269,4
Balsina o Zapote,8.2433832,-81.3818583,4
Finca Las Penas,8.1416375,-81.4275569,4
La Soledad,8.1589494,-81.4813054,4
Cerro de Casa 1,8.1200954,-81.5577893,4
Bubi,7.9465832,-81.4844139,4
Los Mendoza,8.228785,-81.5217921,4
La Marta,8.0860425,-81.5228507,4
San Jose,8.1197445,-81.5050207,4
Cerro Laja,8.2743955,-81.5130317,4
Cabecera de Cabimales,7.9009282,-81.4860162,4
Finca Rio San Pedro,7.9739963,-81.0626733,4
El Bongon,7.7214805,-81.1053365,4
El Tiradero,7.7263581,-81.1026748,4
Santa Clara,7.7304086,-81.1371603,4
Finca La Corocita,7.9591944,-81.1918077,4
Margarita,7.8930077,-81.1404395,4
Coquillal,7.950575,-81.1153729,4
La Tollosa,8.2716966,-80.9891521,4
Minas Bajas,8.2788962,-80.962887,4
La Pancha,8.3516768,-80.9386011,4
Los Pintos,8.3086409,-81.0711453,4
Bajo Los Hatillos,8.3597024,-81.0001036,4
La Argolla,8.4132967,-81.0433868,4
La Isleta,8.5414933,-81.1199033,4
Cabuya,8.5190791,-81.0770896,4
Punta de Veraguas,8.8655763,-80.940786,4
La Gloria,8.5278336,-81.0479551,4
La Pita,8.5110138,-81.0127656,4
La Providencia,7.8972912,-80.9873648,4
Los Sabalos,7.7596516,-81.0025568,4
El Encanto,7.9551512,-81.328326,4
Boca del Tallo,7.9486888,-81.4321062,4
El Aguacate,7.9794681,-81.3720867,4
Gorgojo,7.9230674,-81.4609791,4
Zapote,7.9705894,-81.4283143,4
El Cuaco,7.8263373,-81.4395784,4
Los Pavos,7.8425299,-81.3914061,4
La Leira,7.9237545,-81.3335934,4
La Pifa Amarilla,7.7991674,-81.4277817,4
Bajos del San Pablo o Finca San Pablo,8.0066297,-81.3006367,4
Finca de Seria,7.9780421,-81.2746172,4
Las Perdices,7.7915071,-81.2460592,4
Los Sitios,7.8633006,-81.2945864,4
Quebrada El Gato,7.905435,-81.3396063,4
Cabecera de Tobalico,7.9997692,-81.3961739,4
Los Banaderos,7.6908217,-81.3797177,4
Vista Hermosa,7.6672574,-81.2154832,4
Alto El Marco,8.1043193,-81.279359,4
El Salitre,8.0920547,-81.3811204,4
La Patricia,8.0939965,-81.3797368,4
Callejones 1,7.654497,-80.9685461,4
Los Macanales,7.3823042,-80.8001123,4
Los Planes,7.3736618,-80.7924638,4
Rio Flores,7.3984208,-80.7791623,4
Cubales,7.3037309,-80.866232,4
La Primavera,7.4598851,-80.8105388,4
La Contumenia,7.5075818,-80.8633032,4
Tropical Living,7.50166,-80.969961,4
Icodup o Isla Hueso de Aguja,9.4908704,-78.9414365,4
Banedup Dummad o Isla Tijereta Grande,9.5668844,-78.8608729,4
Miria Diadup,9.5875049,-78.7472346,4
Quebrada Los Cuatro,8.4031044,-77.7978121,4
Boca de Venado,7.918268,-78.1249752,4
Piquigua,7.8412803,-78.0624538,4
Cabecera de Quebrada Bano,8.5244339,-82.0597231,4
Cabecera de Guabo,8.4771837,-81.9141402,4
Llano Aguacate,8.4981306,-81.6694141,4
Agua Salud,8.4626203,-81.5296121,4
Bajo Espiral,8.399906,-81.478482,4
Pedregal,8.4781312,-81.2588392,4
Quebrada Druray,8.743581,-81.985652,4
Miguioviti,8.764493,-81.8259194,4
Cante Bladibe,8.5669126,-81.7570553,4
Loma Loro,8.6077575,-81.7498536,4
Quebrada Catarro,8.6274937,-81.7489382,4
Grute o Cerro Pistola,8.6422356,-81.7424167,4
Norobite,8.6372635,-81.7540675,4
Quebrada  Naranjos,9.0997783,-82.3533934,4
Chumbulun,8.7152822,-81.2189016,4
Boca del Cano,8.790804,-81.2192126,4
Quebrada Hacha,8.744761,-81.3926358,4
Quebrada Pena,8.7954766,-81.3906682,4
Llano Morales o Llano Mora,8.7308737,-81.4143464,4
Cleate,8.784829,-81.6234127,4
Maina Arriba,8.7090438,-81.619697,4
Muribite,8.7846513,-81.7293193,4
El Guabal,8.576767,-81.2052893,4
Caracol Chiquito,9.3845664,-82.297178,3
Ola Chica,9.3310985,-82.1407578,3
Punta Bonita,9.279658,-82.1245633,3
Mina de Carbon,9.1502222,-82.0977737,3
Boca de Rio Negro,9.5008055,-82.5180278,3
Planta 5,9.5451913,-82.5705877,3
Cuinco,9.3646454,-82.6770536,3
Sinostre,9.5952432,-82.7908711,3
La Colondrina,9.4832989,-82.8423142,3
Las Rocas,8.9413189,-82.1121854,3
El Nispero,8.2910495,-80.6718083,3
Aguacate,8.5235111,-80.0954899,3
La Romana,8.3698106,-80.2338753,3
Hacienda Santa Monica o Melonera Rama Frut,8.3627008,-80.1779963,3
Agroganadera Cocle,8.397128,-80.1286776,3
Ojo de Agua,8.5977389,-80.4974334,3
La Chichica,8.7379882,-80.6253625,3
Aguas Blancas,8.7214886,-80.6653076,3
Los Bateos 1,8.7543306,-80.6788472,3
El Tibial,8.7287046,-80.5208327,3
Las Potreras,8.5975772,-80.6520863,3
Ingenio La Estrella,8.306726,-80.4911063,3
La Muela,8.4668461,-80.5722163,3
Llano El Fraile,8.5625237,-80.5847199,3
Los Rincones,8.3562009,-80.6432747,3
Cerro Agu o Espavecito,8.448532,-80.7280373,3
Las Mesitas,8.4703913,-80.7181224,3
Cana Blanca,8.5457656,-80.67511,3
Cerro Paja Abajo,8.5913899,-80.6907699,3
El Frijol,8.5859285,-80.713204,3
Cerro Gordo,8.4036159,-80.6481378,3
El Pilon,8.4013137,-80.6571485,3
Cerro Pelado,8.4722573,-80.6385653,3
Quebrada El Macho,8.9623794,-80.1726611,3
Samaria,8.9116877,-80.2926595,3
Quebrada Tigre,8.8563204,-80.2607761,3
Boca de Cuira,8.8186578,-80.3674238,3
Salamanquita,9.3394118,-79.5905838,3
La Conga,9.0944028,-80.1678802,3
Quebrada Cruz,9.0869257,-80.1565378,3
Puerto Escondido,9.1941512,-80.0957323,3
El Espave,9.0923585,-80.1232998,3
Cano Rey Arriba,9.0564486,-80.4810708,3
Majagual,9.0990943,-80.4421914,3
Los Laureles 1,9.0832351,-80.3440989,3
Los Dos Brazos de Platanal,9.0738728,-80.4689613,3
Manguesal,9.0309231,-80.438675,3
La Candilera,9.1225746,-80.2797417,3
Cedro Hueco,8.9983823,-80.5623232,3
Boca del Rio Calzones,9.0448317,-80.6457115,3
Berraco,9.0559926,-80.5783947,3
Belorizal 1,8.9569628,-80.3633151,3
El Mogollon,9.0288694,-80.5187551,3
Caleton Arriba,9.0176642,-80.6722322,3
Isleta Rinconcito,8.983522,-80.6775272,3
El Torno del Jobo,9.031937,-80.2648092,3
La Coca,9.0606759,-80.3475249,3
Paso Carnal,9.036341,-80.3658965,3
Alto de La Chasla,9.0243519,-80.2587408,3
Limon,9.0745159,-80.2129598,3
La Cerdena,9.1385845,-80.1991768,3
Isla del Padre,9.5798557,-79.6639197,3
Playa Blanca,9.589196,-79.6539488,3
Alto del Lirio,9.6142492,-79.5544121,3
Sierra Llorona,9.3755153,-79.6814398,3
Quebrada La Pita,9.5512677,-79.3168508,3
Los Olivos,9.5375315,-79.5028326,3
Pena Blanca,9.5660062,-79.5247272,3
Juan Miguel,9.5764976,-79.4764081,3
Nuevo Canajagua,9.5634128,-79.3010931,3
Puerto Pava,9.5654326,-79.2846117,3
Cocuye,9.5524063,-79.1371358,3
Chitra,9.5227849,-79.160346,3
El Bongo,9.5780877,-79.4146797,3
La Gurgulla,8.4067246,-82.7224966,3
Bajo Chiriqui,8.6392565,-82.3762647,3
La Casa del Tigre,8.7725435,-82.349136,3
Los Naranjos,8.7064618,-82.7189136,3
Jurel,8.1383926,-82.3230385,3
El  Burro,8.7490275,-82.511294,3
Guabo Arriba,8.5488736,-82.2557508,3
El Raizoso,8.6280567,-82.2641749,3
Barrial o Arco Iris,8.6416931,-82.2347485,3
Alto Nuevo de Fortuna,8.7414831,-82.2764264,3
Cerro Prieto,8.6865218,-82.2542125,3
Torore,8.5722307,-82.1558112,3
Pavon Arriba,8.6915022,-82.7592287,3
Cangrejal,8.3267617,-82.1893134,3
Palenque,8.1847261,-82.2527957,3
Finca Villalobos,8.2313723,-82.1999536,3
Bajo Hato Corrales,8.3865275,-82.1569625,3
La Catalina,8.4090183,-82.1276898,3
Perico,8.361109,-82.1573458,3
Entrada de Horconcitos o Chira,8.3309289,-82.123124,3
Alto Macho,8.163405,-81.6427292,3
Cuvibora,8.2892162,-81.6394556,3
Quebrada Grande,8.0926008,-77.9746225,3
Cabecera de La Suerte,7.9755415,-78.2877999,3
Ostional,8.485214,-78.3049243,3
Piedra Candela,8.5035568,-78.2987602,3
Quebrada Pescao,8.3669583,-78.0152631,3
Los Paisas,8.2887588,-78.0765671,3
Santa Rita,8.3024302,-78.0760842,3
Guagaral,8.1973006,-78.2605321,3
Capena,8.0916454,-78.2088753,3
Guayabillo Abajo,8.7880031,-78.2507286,3
Rio Pavo,8.7781281,-78.4373167,3
Carrizal,8.6675142,-78.1837037,3
Quebrada Grande,7.9611793,-77.6078389,3
Quebrada Limon,7.8843014,-77.5263275,3
Calle de Oro,8.0708307,-77.5865791,3
Revesa Canafistula,8.131852,-77.7197027,3
Quebrada Cigarrillo,8.7189837,-78.0600922,3
El Canafistulo,7.6973286,-80.872262,3
Quebrada La Llanita,7.6099522,-80.7972084,3
El Tiestal,7.7052869,-80.8821508,3
Las Pipas,7.734987,-80.7871415,3
El Canafistulo,7.7464766,-80.6607188,3
La Cimarronera,7.6948815,-80.6173602,3
Ojo de Agua,7.7374914,-80.6152433,3
Bella  Vista,7.5857825,-80.7420178,3
Los Macanitos,7.7957536,-80.8707047,3
Alto Los Helechales,7.8185215,-80.8201755,3
La Bodega,7.9998432,-80.7208312,3
Aguas Azules,7.8887711,-80.9266711,3
El Macano,8.038164,-80.5182303,3
Finca Los Lirios,7.9796392,-80.6402776,3
Paris Viejo,8.0444738,-80.5422495,3
El  Mangote,8.0495093,-80.597366,3
Los Mayas,7.8963394,-80.5570354,3
Los Anastacio,7.9059678,-80.6842567,3
Divisa,8.1259375,-80.6822702,3
El Nazal,7.8030102,-80.3405767,3
La Albina del Calabazo,7.8509567,-80.2791455,3
El Coro,7.5844215,-80.4152302,3
Los Yerbos,7.6057582,-80.4148348,3
Playa Olivo,7.7852182,-80.1958757,3
Loma Higueron,7.6647546,-80.3291538,3
Los Planes,7.4889792,-80.2526288,3
Canazas,7.7298579,-80.3582877,3
La Estrella,7.6899768,-80.231024,3
Las Marianas,7.6644332,-80.2428062,3
La Represa,7.9195086,-80.4027468,3
Cerro Higo,7.8125441,-80.5140994,3
Las Huertas,7.9608216,-80.3942932,3
El Faldar,7.7113129,-80.550468,3
Loma Bombacho,7.6093631,-80.5944781,3
La Garita,7.516056,-79.9955029,3
Mateo,7.4869494,-80.0256957,3
Punta Mala,7.4748473,-80.0011641,3
La Montana de Palma,7.4880085,-80.0628782,3
Alto del Espino Prieto,7.4528495,-80.1842101,3
Calabacito,7.4234458,-80.1594898,3
Oria  1,7.4852231,-80.1755399,3
Los Bajos de La Palma,7.7045749,-80.1846033,3
Los Macanitos,7.6107328,-80.1990422,3
Loma del Macho,7.355596,-80.4294538,3
Bajos de Güera,7.5416383,-80.6351856,3
El Jacintal o Nuario,7.3968598,-80.49242,3
Paso Real,7.430208,-80.4947817,3
El Manzano,7.4948251,-80.4458191,3
El Catalino,7.4502302,-80.3701685,3
Agua Caliente,7.4573167,-80.6051016,3
La Provincia,7.3878365,-80.6603935,3
Aguas Tibias,7.4081776,-80.6154747,3
El Silencio,7.4038967,-80.6755952,3
Montoso,7.4912207,-80.4813629,3
Olivita,7.5248989,-80.4260809,3
Morro de Puerco,7.2527451,-80.4327579,3
La Caliza de Azuero,7.4599617,-80.5394252,3
La Redonda,7.4024265,-80.6030951,3
Maquencal,7.4617658,-80.5323366,3
Pedregal Arriba,7.2987103,-80.6036373,3
El Cigüa,7.4374564,-80.3185338,3
La Albina,7.4152291,-80.3045979,3
Rancho Grande,8.5225301,-79.0198059,3
El Atolon,8.6418177,-79.0567008,3
Chichical,8.7065759,-79.7867015,3
Valloli,8.731486,-79.9558518,3
Bajo Bonito,8.8298484,-80.1637663,3
El Cristo,8.5793367,-79.9441657,3
Malganao,8.6921335,-79.9541498,3
Garrapata,9.1965818,-79.0726444,3
Culebra Adentro,9.1131929,-79.0340149,3
Soriano,9.0283051,-79.0579727,3
Corozal,9.0107843,-79.0678113,3
Tuti,8.7281587,-78.5417003,3
Aguadilla,8.7127344,-78.636047,3
San Jose,8.7429821,-78.5963604,3
Santa Rita,8.8781823,-79.8689129,3
Coca Cola,9.0047332,-79.9500456,3
Quebrada Caucho,8.9723168,-79.9466828,3
Finca Cinco Estrellas,8.9667486,-79.7964521,3
Playa Grande,8.8623359,-79.7209514,3
Cabecera de Quebrada Benitez,9.2914273,-79.5395811,3
Cabecera de Rio Piedra,9.2843832,-79.341045,3
Finca Villalba,9.2412267,-79.5308072,3
La Vara de Juan Sanchez,8.5200077,-79.9986671,3
Valle Chiquito,8.6030259,-80.0642565,3
El Potrero o Potrerito,8.5634568,-80.1093599,3
Finca Los Portales,8.5486382,-79.9431043,3
Nuestro Amo,7.9990719,-80.9246738,3
Los Corralitos,8.005915,-80.8426403,3
Guayabito,8.3541611,-80.8423016,3
Rio Chico,8.4232031,-80.7541888,3
El Peru,8.5000901,-80.9019879,3
Buenos Aires,8.3373333,-80.8711975,3
El Cortado,8.4186197,-80.8137802,3
Las Flores,8.3886881,-80.7617535,3
Campamento La Flor,8.4125115,-80.8506918,3
Cana Brava,8.4487589,-80.8870693,3
El Hato,8.3622246,-80.8684321,3
Los Carpachines,8.4414184,-80.7892479,3
Sabaneta del Medio,8.4425607,-80.8055983,3
Bajo El Poste,8.3157705,-81.1679191,3
Los Surenos,8.2873882,-81.2537359,3
El Picacho,8.2896178,-81.1844239,3
El Palmar,8.3663996,-81.1323198,3
El Alto,8.3318832,-81.3330616,3
La Laguna,8.347674,-81.2877031,3
Palomares,8.164143,-81.1722517,3
Cutubi,8.0784589,-81.2226389,3
El Barrero,8.0831309,-81.1009744,3
Piedra Candela,8.0753074,-81.1621638,3
El Bongo,8.2556225,-81.3030669,3
Loma de Venado,8.1045726,-81.4355501,3
Alto de La Cruz,8.1800546,-81.4968166,3
El Barrero o Cabecera de Barrero,8.1261557,-81.4980293,3
Cabecera de Quebrada Conga,8.1074298,-81.5519985,3
Alto Fresco,8.0758133,-81.4673361,3
Seguidul,8.0668952,-81.4729381,3
Coronillos de Lovaina,7.8924318,-81.5487044,3
La Caleta,7.9172284,-81.618849,3
La Bonga,7.9083778,-81.5126433,3
Pina,7.8938455,-81.0592376,3
Los Azules,7.9751384,-81.1533545,3
Canacillas,8.2149581,-81.0019456,3
Cerro Gordo,8.240443,-80.9350292,3
El Salto de La Chumica,8.2516343,-80.9227412,3
El Cristal,8.3276026,-80.9427022,3
Los Ruices,8.3056937,-80.9546781,3
Las Penitas,8.3699649,-81.11046,3
Agua Fria,8.2452482,-81.0300168,3
El Barrero,8.3616435,-81.0549958,3
Los Americanos,8.8415764,-80.9219901,3
Guabalito,8.8054159,-80.8266998,3
Quebrada El Gringo,8.8505596,-80.9645535,3
Pedregosa,8.8310398,-81.018185,3
Boca de Quebrada Honda,8.7856952,-81.1855727,3
El Hinojal,8.4939934,-81.0318387,3
El Cogollal,8.520824,-81.0325139,3
La Cuchilla,8.4817769,-81.1060676,3
Las Mercedes,8.4560118,-81.0950487,3
La Pandura 2,8.474123,-80.9800707,3
Monagrillo de La Soledad,8.1273573,-80.9865989,3
Guayabal,8.2546099,-81.1502242,3
Joron,8.1704857,-80.7772986,3
Calabacito,7.7692029,-81.0572035,3
La Pita,7.7809538,-81.0733849,3
Rincon Largo,8.1591136,-81.0554073,3
Antonio Bal,7.9754609,-81.3098302,3
Puerto Escondido,7.709266,-81.4788383,3
El Fraile,7.9851275,-81.3959691,3
Diego,7.971696,-81.3639172,3
Quebrada La Pita,8.0025259,-81.381177,3
Quebrada Larga,7.9741365,-81.3887336,3
Quinine,7.9677418,-81.4256247,3
El Tejal,7.957023,-81.2544806,3
El Hato o Santa Catalina Abajo,8.0986427,-81.2498515,3
El Junco,8.0508277,-81.2691675,3
Los Sitios,7.8607138,-81.2969241,3
Agua Fria,7.8855174,-81.3447961,3
El Guineo,7.7580745,-81.302282,3
La Gorgona,7.6580532,-81.2943693,3
Playa Azul o Cimarrones,7.6704018,-81.376045,3
El Cucuate,7.7145383,-81.2673353,3
Llano Largo,8.1217266,-81.3608199,3
El Montero,8.1117669,-81.3411481,3
El Pinal 1,8.1340601,-81.3210038,3
La Isidora,8.1084161,-81.3736799,3
Tiendas Viejas,7.6667245,-80.9168145,3
La Palma,7.6431388,-80.871221,3
Angulito Arriba,7.675411,-80.9590582,3
Alto Garcia,7.3851258,-80.813519,3
Agua Fresca,7.4037254,-80.8075432,3
El Pavo,7.3493151,-80.7002166,3
Sierra,7.2135153,-80.7165373,3
La Bravita,7.4541008,-80.7974122,3
Nugarachuerdup,9.5467732,-78.8992683,3
Wichub Mullu,9.3568326,-78.3478002,3
La Olla,8.2417939,-77.7236678,3
Quebrada Muerto,8.3113613,-77.6129492,3
Cucaracha,7.8799149,-78.1000711,3
San Pablo,7.8961976,-78.1291557,3
Cerro Barranquilla,8.5904666,-82.0689648,3
Boca de Quebrada Majagua,8.5104184,-81.934521,3
Cabecera de Guabo,8.4748371,-81.9099318,3
Agua Clara,8.5560784,-81.5022597,3
Quebrada Arena o Umonigode,8.5763327,-81.5614629,3
Alto Mono,8.5399608,-81.6588734,3
Quebrada Hormiga o Cabecera Hormiga,8.3904781,-81.7877697,3
Rio Santiago,8.3410946,-81.7876463,3
La Vigia,8.4010349,-81.4484784,3
Las Mesitas 2,8.285599,-81.4273496,3
Buena Vista,8.8341432,-82.199262,3
Palo Seco,8.7994857,-82.2041272,3
Grunde,8.6268783,-81.7513684,3
Gurunte 2,8.5316487,-81.719048,3
Las Canas,9.0144692,-82.2756992,3
Cerro Coco  o Cerro Cana Brava,8.6867093,-81.4067457,3
Nurinde,8.715685,-81.6004166,3
Buena Vista,9.197405,-82.0996587,2
Quebrada Conejo,9.4714214,-82.6965904,2
Punta Sorosta,9.4219723,-82.3443399,2
Endi,9.578651,-82.8720752,2
Juan Cuero,8.9310181,-82.1086949,2
Chiriquicito o Solate,8.9863705,-82.1418004,2
Finca Ranchon Vigo Mar,8.1839754,-80.5072154,2
Las Mateas,8.5196361,-80.148912,2
Los Ruices No.1,8.5005452,-80.1377885,2
Boca de Patino,8.3703486,-80.1129018,2
Desarrollo Santa Clara,8.3994108,-80.1301338,2
Llano Grande 1,8.4633379,-80.1846698,2
Entradero,8.6514116,-80.4668634,2
Loma de Paja,8.6716225,-80.4619564,2
Mohino,8.6562867,-80.4800779,2
Sardina No.4,8.6654569,-80.4082712,2
Belencillo No.1,8.5986717,-80.6996447,2
El Cedro,8.6098785,-80.6122391,2
El Jobo,8.3366812,-80.6039581,2
La Marcela,8.396146,-80.7343496,2
Coralillo,8.5069306,-80.7831399,2
Las Tranquillas,8.4095549,-80.7083491,2
Nuevo Campanario,8.4031817,-80.7353481,2
Las Tozitas,8.3850464,-80.6892893,2
Piedra La Gallota,8.3617066,-80.6971267,2
El Cajon o Cajon,8.5383275,-80.6506099,2
La Cabima,8.4967978,-80.7160782,2
El Raton,8.516898,-80.7076207,2
Boca de Bejuco,8.5905576,-80.6644779,2
Chilibre,8.5722331,-80.7057227,2
La Arenosa,8.5770891,-80.6967339,2
Pentecostes,8.5933689,-80.7068154,2
La Negrita,8.396125,-80.6501427,2
Santa Cruz,8.5342561,-80.3300017,2
La Dorada,8.3711618,-80.3914175,2
Marciaga,8.4434758,-80.3530654,2
Cabecera de las Marias,8.8017212,-80.1667635,2
La Cecilia,9.038356,-80.1848073,2
Quebrada Arenal,8.7147503,-80.2422543,2
Rio Gatun,9.3126825,-79.7052183,2
Fuerte San Lorenzo,9.3406507,-79.9828246,2
La Valerosa,9.134562,-79.9689747,2
El Peligro,9.3664368,-79.6027047,2
Quebrada Los Cedros,8.9894488,-80.1507723,2
La Tortuga,9.0601029,-80.1913245,2
Cabecera de La Polvora,9.0650493,-80.1709179,2
Alfagia,9.1396965,-80.1282846,2
El Brillante,9.1210276,-80.128404,2
Salud Arriba,9.0764245,-80.1163456,2
Nuevo Cristobal,9.1149745,-80.3340197,2
El Chorro 1,9.0908356,-80.4681754,2
Rio Cano,9.142234,-80.2958777,2
Buenos Aires,9.0671519,-80.2769877,2
Boquilla del Mango,9.1182975,-80.3248928,2
Boca de Escribano,8.8853783,-80.8508642,2
Bateal,8.9658654,-80.3834363,2
Guayacan,9.0537467,-80.3161799,2
Pilon,9.1832368,-80.2146164,2
Cuteva,8.9121678,-80.5496821,2
Cascajal,9.5250825,-79.5629617,2
